type,data-set,entityid,permission,role
RolePrivilege,0,sample_data:1476,viewsubmission,underwriter_supervisor
RolePrivilege,0,sample_data:1477,viewteam,underwriter_supervisor
RolePrivilege,0,sample_data:1478,viewworkplan,underwriter_supervisor
RolePrivilege,0,sample_data:1479,withdraw,underwriter_supervisor
RolePrivilege,0,sample_data:1480,workflowview,underwriter_supervisor
RolePrivilege,0,sample_data:1481,restorefromarchive,underwriter_supervisor
RolePrivilege,0,sample_data:1482,actcreate,user_admin
RolePrivilege,0,sample_data:1483,authprofileassignedit,user_admin
RolePrivilege,0,sample_data:1484,authprofileassignview,user_admin
RolePrivilege,0,sample_data:1485,authprofileview,user_admin
RolePrivilege,0,sample_data:1486,groupcreate,user_admin
RolePrivilege,0,sample_data:1487,groupdelete,user_admin
RolePrivilege,0,sample_data:1488,groupedit,user_admin
RolePrivilege,0,sample_data:1489,grouptreeview,user_admin
RolePrivilege,0,sample_data:1490,groupview,user_admin
RolePrivilege,0,sample_data:1491,manageldfctrs,user_admin
RolePrivilege,0,sample_data:1492,orgeditbasicex,user_admin
RolePrivilege,0,sample_data:1493,orgviewbasic,user_admin
RolePrivilege,0,sample_data:1494,prodcodeeditaddr,user_admin
RolePrivilege,0,sample_data:1495,prodcodeviewbasic,user_admin
RolePrivilege,0,sample_data:1496,searchprodcodes,user_admin
RolePrivilege,0,sample_data:1497,usercreate,user_admin
RolePrivilege,0,sample_data:1498,userdelete,user_admin
RolePrivilege,0,sample_data:1499,useredit,user_admin
RolePrivilege,0,sample_data:1500,usereditattrs,user_admin
RolePrivilege,0,sample_data:1501,usereditlang,user_admin
RolePrivilege,0,sample_data:1502,usergrantroles,user_admin
RolePrivilege,0,sample_data:1503,userroleassignmentbulkassign,user_admin
RolePrivilege,0,sample_data:1504,userview,user_admin
RolePrivilege,0,sample_data:1505,viewmyactivities,user_admin
RolePrivilege,0,sample_data:1506,viewteam,user_admin
RolePrivilege,0,sample_data:1507,restorefromarchive,user_admin
RolePrivilege,0,sample_data:1508,admindatachangeview,superuser
RolePrivilege,0,sample_data:1509,wsdatachangeedit,superuser
RolePrivilege,0,sample_data:1510,admindatachangeexec,superuser
